Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Disease	C0034219	Alveolar pyorrhea	DisGeNET Curated	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	CTSC
Disease	C0027339	Nail Diseases	DisGeNET Curated	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	LAMA3
Disease	OBA_2043364	level of protein S100-A13 in blood serum	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	cv:C1843013	Alzheimer disease 3	Clinical Variations	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	C1847200	ALZHEIMER DISEASE 4	DisGeNET Curated	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	EFO_0004670, EFO_0004760, EFO_0004763, MONDO_0004975	Alzheimer disease, p-tau measurement, beta-amyloid 1-42 measurement, t-tau measurement	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	DOID:0080158 (is_implicated_in)	herpes simplex virus keratitis (is_implicated_in)	AllianceGenome	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	DOID:1920 (is_implicated_in)	hyperuricemia (is_implicated_in)	AllianceGenome	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	EFO_0021859	phosphoglucomutase-1 measurement	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	OBA_2045188	level of Sterol ester (27:1/14:0) in blood serum	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	DOID:4606 (is_implicated_in)	bile duct cancer (is_implicated_in)	AllianceGenome	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	OBA_2045192	level of Sterol ester (27:1/17:0) in blood serum	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	EFO_0801523	deoxycytidine kinase measurement	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	EFO_0020746	sonic hedgehog protein measurement	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	OBA_2041610	level of forkhead box protein O1 in blood serum	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	EFO_0800401	tricosanoyl sphingomyelin (d18:1/23:0) measurement	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	DOID:3145 (is_implicated_in)	hyperlipoproteinemia type III (is_implicated_in)	AllianceGenome	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	OBA_2042995	level of protein phosphatase 1G in blood serum	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	OBA_2043816	level of transcobalamin-2 in blood serum	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	TCN2
Disease	EFO_0021392	X-11820-to-cholesterol ratio	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	DOID:12842 (implicated_via_orthology)	Guillain-Barre syndrome (implicated_via_orthology)	AllianceGenome	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	CD86
Disease	C0031090	Periodontal Diseases	DisGeNET Curated	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	CTSC
Disease	607822	ALZHEIMER DISEASE 3	OMIM MedGen	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	C0085220	Cerebral Amyloid Angiopathy	DisGeNET Curated	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	OBA_2043247	level of beta-1,3-N-acetylglucosaminyltransferase radical fringe in blood serum	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	DOID:10230 (implicated_via_orthology)	aortic atherosclerosis (implicated_via_orthology)	AllianceGenome	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	DOID:0110042 (is_implicated_in)	Alzheimer's disease 3 (is_implicated_in)	AllianceGenome	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	C0338582	Sporadic Cerebral Amyloid Angiopathy	DisGeNET Curated	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	OBA_2045200	level of Sterol ester (27:1/20:2) in blood serum	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	EFO_0803309	CUB and zona pellucida-like domain-containing protein 1 measurement	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	EFO_0801465	centrosomal protein of 57 kDa measurement	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	EFO_0800376	behenoyl sphingomyelin (d18:1/22:0) measurement	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	EFO_0007653	clinical ideal cardiovascular health	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	cv:C1847200	Alzheimer disease 4	Clinical Variations	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	EFO_0010608	stromelysin‐1 measurement	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	DOID:2115 (implicated_via_orthology)	B cell deficiency (implicated_via_orthology)	AllianceGenome	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	TOP2A
Disease	DOID:0050737 (implicated_via_orthology)	autosomal recessive disease (implicated_via_orthology)	AllianceGenome	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	NCAPG2
Disease	EFO_0006790, EFO_0006797	cerebral amyloid angiopathy, neurofibrillary tangles measurement	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	OBA_2040627	level of apolipoprotein E in blood serum	GWAS	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	DOID:0050523 (implicated_via_orthology)	adult T-cell leukemia/lymphoma (implicated_via_orthology)	AllianceGenome	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	CD86
Disease	C0020479	Hyperlipoproteinemia Type III	DisGeNET Curated	2.982E-3	1.000E0	1.934E-2	1.490E-1	1	2	APOE
Disease	EFO_0005001	phenylalanine measurement	GWAS	3.073E-3	1.000E0	1.982E-2	1.527E-1	2	55	RGCC,APOE
Disease	EFO_0000768	idiopathic pulmonary fibrosis	GWAS	3.296E-3	1.000E0	2.115E-2	1.630E-1	2	57	KIF15,SPDL1
Disease	EFO_0008130	fibroblast growth factor basic measurement	GWAS	3.527E-3	1.000E0	2.252E-2	1.735E-1	2	59	H2AC15,H3C3
Disease	EFO_0801900	polypeptide N-acetylgalactosaminyltransferase 16 measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	ERH
Disease	EFO_0022111	Sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0) measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	DOID:10211 (is_implicated_in)	cholelithiasis (is_implicated_in)	AllianceGenome	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	cv:C0079301	Junctional epidermolysis bullosa	Clinical Variations	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	LAMA3
Disease	C0006635	Cadmium poisoning	DisGeNET Curated	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	SELENOP
Disease	EFO_0004611, EFO_0005105	low density lipoprotein cholesterol measurement, lipid or lipoprotein measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	Orphanet_101953	Rare dyslipidemia	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	DOID:0050731 (implicated_via_orthology)	vitamin B12 deficiency (implicated_via_orthology)	AllianceGenome	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	TCN2
Disease	EFO_0801347	adhesion G-protein coupled receptor F1 measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	EFO_0801586	estrogen sulfotransferase measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	EFO_0802207	vacuolar protein sorting-associated protein 29 measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	EFO_0008336, MONDO_0001627, MONDO_0005180	dementia, Parkinson disease, disease progression measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	EFO_0020762	t-lymphocyte activation antigen CD86 measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	CD86
Disease	EFO_0800428	N-palmitoyl-sphinganine (d18:0/16:0) measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	EFO_0801536	DNA/RNA-binding protein KIN17 measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	EFO_0801745	killer cell immunoglobulin-like receptor 2DL5A measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	EFO_0801974	protocadherin beta-10 measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	EFO_0801952	protein MENT measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	DOID:11624 (is_marker_for)	penile benign neoplasm (is_marker_for)	AllianceGenome	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	TOP2A
Disease	EFO_0008028	apolipoprotein E isoform E2 measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	EFO_0801929	prolow-density lipoprotein receptor-related protein 1 measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	PRELP
Disease	EFO_0008395, EFO_0008432	response to darapladib, lipoprotein-associated phospholipase A(2) change measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	EFO_0004519, EFO_0004522	adhesion molecule measurement, soluble P-selectin measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	SELENOP
Disease	cv:C0079683	Junctional epidermolysis bullosa gravis of Herlitz	Clinical Variations	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	LAMA3
Disease	EFO_0801462	cell surface glycoprotein CD200 receptor 2 measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	EFO_0801682	histone-lysine N-methyltransferase 2C measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	226700	EPIDERMOLYSIS BULLOSA, JUNCTIONAL 1B, SEVERE	OMIM MedGen	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	LAMA3
Disease	OBA_2045000	level of prolargin in blood serum	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	PRELP
Disease	EFO_0801661	guanine nucleotide-binding protein G(k) subunit alpha measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	EFO_0801408	beta-1,3-N-acetylglucosaminyltransferase radical fringe measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	DOID:13382 (is_implicated_in)	megaloblastic anemia (is_implicated_in)	AllianceGenome	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	TCN2
Disease	EFO_0020235	cardiotrophin-1 measurement	GWAS	4.470E-3	1.000E0	2.451E-2	1.889E-1	1	3	APOE
Disease	C0011616	Contact Dermatitis	DisGeNET Curated	5.064E-3	1.000E0	2.706E-2	2.085E-1	2	71	CD86,KIF2C
Disease	C0162351	Contact hypersensitivity	DisGeNET Curated	5.064E-3	1.000E0	2.706E-2	2.085E-1	2	71	CD86,KIF2C
Disease	DOID:9744 (is_marker_for)	type 1 diabetes mellitus (is_marker_for)	AllianceGenome	5.204E-3	1.000E0	2.706E-2	2.085E-1	2	72	CD86,APOE
Disease	EFO_0022112	Sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1) measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0022116	Sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1) measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0801902	potassium voltage-gated channel subfamily E regulatory beta subunit 5 measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	PRELP
Disease	DOID:0110014 (is_implicated_in)	age related macular degeneration 1 (is_implicated_in)	AllianceGenome	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0802190	uncharacterized protein C14orf93 measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	DOID:3393 (implicated_via_orthology)	coronary artery disease (implicated_via_orthology)	AllianceGenome	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0803028	RING finger protein 122 measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0005035, EFO_0006514	hippocampal volume, Alzheimer's disease biomarker measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0007790, MONDO_0005301	Epstein Barr virus nuclear antigen 1 IgG measurement, multiple sclerosis	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	CD86
Disease	EFO_0802139	transcobalamin-2 measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	TCN2
Disease	EFO_0011036	matrix metalloproteinase–degraded type I collagen measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	DOID:2799 (implicated_via_orthology)	bronchiolitis obliterans (implicated_via_orthology)	AllianceGenome	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	CD86
Disease	DOID:0050778 (is_implicated_in)	Meckel syndrome (is_implicated_in)	AllianceGenome	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	KIF14
Disease	EFO_0800498	oleoyl-oleoyl-glycerol (18:1/18:1) [2] measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	C0079297	Epidermolysis Bullosa Progressiva	DisGeNET Curated	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	LAMA3
Disease	EFO_0802415	cold shock domain-containing protein C2 measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0020521	kin of IRRE-like protein 3 measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0801526	dihydrofolate reductase measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0801988	ras-related protein Rab-14 measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0801979	pseudokinase FAM20A measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0008466	matrix metalloproteinase 8 measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	C1864205	Macular Degeneration, Age-Related, 1	DisGeNET Curated	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	DOID:8566 (is_implicated_in)	herpes simplex (is_implicated_in)	AllianceGenome	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	C0001824	Agranulocytosis	DisGeNET Curated	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	TCN2
Disease	EFO_0021457	lysophosphatidylcholine 20:1 measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	DOID:13810 (implicated_via_orthology)	familial hypercholesterolemia (implicated_via_orthology)	AllianceGenome	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0021599	Glycochenodeoxycholic acid measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	ERH
Disease	DOID:5325 (implicated_via_orthology)	Roberts syndrome (implicated_via_orthology)	AllianceGenome	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	ESCO2
Disease	C0079683	Herlitz Disease	DisGeNET Curated	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	LAMA3
Disease	EFO_0802046	selenoprotein S measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0004763, MONDO_0004975	Alzheimer disease, p-tau measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	DOID:0111517 (implicated_via_orthology)	autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 2 (implicated_via_orthology)	AllianceGenome	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	SLC25A5
Disease	603075	MACULAR DEGENERATION, AGE-RELATED, 1	OMIM MedGen	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0801454	carboxypeptidase M measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	GPLD1
Disease	EFO_0801669	hemoglobin subunit theta-1 measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0801423	beta-soluble NSF attachment protein measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	C0037299	Skin Ulcer	DisGeNET Curated	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	LAMA3
Disease	EFO_0800300	palmitoyl sphingomyelin (d18:1/16:0) measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0802961	protein S100-A2 measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0006790, EFO_0006798	neuritic plaque measurement, cerebral amyloid angiopathy	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	cv:C1864205	Age related macular degeneration 1	Clinical Variations	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0802918	prolyl 4-hydroxylase subunit alpha-2 measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	GPLD1
Disease	EFO_0004670, MONDO_0004975	Alzheimer disease, beta-amyloid 1-42 measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0020234	carboxypeptidase e measurement	GWAS	5.955E-3	1.000E0	2.706E-2	2.085E-1	1	4	APOE
Disease	EFO_0007783	mosaic loss of chromosome Y measurement	GWAS	6.386E-3	1.000E0	2.891E-2	2.227E-1	2	80	TPX2,NCAPG2
Disease	C0027746	Nerve Degeneration	DisGeNET Curated	6.857E-3	1.000E0	2.949E-2	2.272E-1	2	83	SELENOP,APOE
Disease	EFO_0010576	liver fibrosis measurement	GWAS	7.344E-3	1.000E0	2.949E-2	2.272E-1	2	86	APOE,AK3
Disease	C0348616	Other restrictive cardiomyopathy	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	KIF20A
Disease	EFO_0022109	Sphingomyelin (d18:1/20:0, d16:1/22:0) measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	C0700216	Structural Clinical Interview for DSM-III	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	TCN2
Disease	EFO_0020157	apolipoprotein E (isoform E3) measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	C0002888	Anemia, Megaloblastic	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	TCN2
Disease	EFO_0802166	tubulin-specific chaperone A measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	EFO_0802136	TOM1-like protein 1 measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	C0751634	Carotid Ulcer	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	C0751633	Carotid Artery Plaque	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	C0751636	External Carotid Artery Stenosis	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	C0751635	Common Carotid Artery Stenosis	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	DOID:1040 (is_implicated_in)	chronic lymphocytic leukemia (is_implicated_in)	AllianceGenome	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	CD86
Disease	C0268374	Adult junctional epidermolysis bullosa (disorder)	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	LAMA3
Disease	HP_0100806	Sepsis	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	KIF15
Disease	C0340569	Internal Carotid Artery Stenosis	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	EFO_0801584	erythrocyte band 7 integral membrane protein measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	DOID:2518 (biomarker_via_orthology)	orchitis (biomarker_via_orthology)	AllianceGenome	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	CD86
Disease	C2608084	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, LOCALISATA VARIANT (disorder)	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	LAMA3
Disease	EFO_0801529	disintegrin and metalloproteinase domain-containing protein 11 measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	EFO_0021873	low-density lipoprotein receptor-related protein 1B measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	EFO_0801959	protein S100-A13 measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	EFO_0008254	P-Selectin measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	SELENOP
Disease	EFO_0020943, EFO_0020944	cholesterol:total lipids ratio, cholesteryl esters:total lipids ratio	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	DOID:13580 (is_marker_for)	cholestasis (is_marker_for)	AllianceGenome	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	C0003850	Arteriosclerosis	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	C0015697	Arterial Fatty Streak	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	EFO_0021937	low-density lipoprotein receptor measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	EFO_0801438	cadherin-7 measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	SELENOP
Disease	C0264956	Atheroma	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	EFO_0801638	glutathione S-transferase Mu 1 measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	DOID:0060738 (implicated_via_orthology)	junctional epidermolysis bullosa non-Herlitz type (implicated_via_orthology)	AllianceGenome	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	LAMA3
Disease	EFO_0800510	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1] measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	C2936350	Plaque, Atherosclerotic	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	C2936351	Fibroatheroma	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	EFO_0020661	proteasome activator complex subunit 1 measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	EFO_0801854	nuclear receptor-binding protein measurement	GWAS	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	C0007282	Carotid Stenosis	DisGeNET Curated	7.438E-3	1.000E0	2.949E-2	2.272E-1	1	5	APOE
Disease	DOID:162 (implicated_via_orthology)	cancer (implicated_via_orthology)	AllianceGenome	7.468E-3	1.000E0	2.952E-2	2.274E-1	3	268	CD53,ITGB7,TOP2A
Disease	EFO_0008595	intermediate density lipoprotein measurement	GWAS	7.510E-3	1.000E0	2.959E-2	2.280E-1	2	87	H3C3,APOE
Disease	EFO_0008595, EFO_0010351	cholesteryl ester measurement, intermediate density lipoprotein measurement	GWAS	8.717E-3	1.000E0	3.247E-2	2.502E-1	2	94	H3C3,APOE
Disease	EFO_0008084	chitotriosidase-1 measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	PRELP
Disease	C0079301	Junctional Epidermolysis Bullosa	DisGeNET Curated	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	LAMA3
Disease	EFO_0004533, EFO_0004582	alkaline phosphatase measurement, liver enzyme measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	GPLD1
Disease	EFO_0802137	torsin-1A-interacting protein 1 measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	SELENOP
Disease	DOID:397 (is_implicated_in)	restrictive cardiomyopathy (is_implicated_in)	AllianceGenome	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	KIF20A
Disease	MONDO_0004891	hyperopia	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	APOE
Disease	C0015544	Failure to Thrive	DisGeNET Curated	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	TCN2
Disease	EFO_0801760	leucine-rich repeat neuronal protein 1 measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	APOE
Disease	C0039101	synovial sarcoma	DisGeNET Curated	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	SHCBP1
Disease	DOID:13641 (is_implicated_in)	exfoliation syndrome (is_implicated_in)	AllianceGenome	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	APOE
Disease	EFO_0800611	stearoyl sphingomyelin (d18:1/18:0) measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	APOE
Disease	EFO_0020348	endothelial monocyte-activating polypeptide 2 measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	APOE
Disease	EFO_0021449	cholesteryl ester 24:6 measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	APOE
Disease	EFO_0020280	complement component 1 q subcomponent-binding protein, mitochondrial measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	GPLD1
Disease	EFO_0802079	solute carrier family 22 member 16 measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	SELENOP
Disease	DOID:13809 (is_implicated_in)	familial combined hyperlipidemia (is_implicated_in)	AllianceGenome	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	APOE
Disease	EFO_0801379	amyloid beta A4 precursor protein-binding family B member 2 measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	APOE
Disease	EFO_0802462	dermokine measurement	GWAS	8.920E-3	1.000E0	3.247E-2	2.502E-1	1	6	APOE
